league,game,half,timestamp,type,anonymized,predicted_res_0
italy_serie-a_2016-2017,2017-02-26 - 22-45 Inter 1 - 3 AS Roma,1,2569,,[PLAYER] ([TEAM]) commits a foul and [REFEREE] immediately signals a free kick.,"[PLAYER] ([TEAM]) tries his luck with a shot from the edge of the box, but it goes well wide of the left post."
italy_serie-a_2016-2017,2017-02-26 - 22-45 Inter 1 - 3 AS Roma,1,2507,,[PLAYER] ([TEAM]) shows good awareness inside the box to meet a delightful cross from the free kick. He fails to direct the ball into the net as it flies narrowly wide of the right post.,[REFEREE] blows his whistle. [PLAYER] ([TEAM]) was too aggressive in the challenge. [TEAM] win a free kick and a chance to continue their attacking play.
italy_serie-a_2016-2017,2017-02-26 - 22-45 Inter 1 - 3 AS Roma,1,2500,corner,[PLAYER] ([TEAM]) will take a corner kick.,[PLAYER] ([TEAM]) gives away a foul for a clumsy challenge after watching most of the game. [REFEREE] had a clear line of sight and blows for a foul.
italy_serie-a_2016-2017,2017-02-26 - 22-45 Inter 1 - 3 AS Roma,1,2466,,"[PLAYER] ([TEAM]) sends the ball into the box from the side of the pitch, but his cross is blocked. The referee points to the corner flag and [TEAM] will take a corner.",[PLAYER] ([TEAM]) tries to slide the ball through to a teammate but it's well blocked by a defender. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag.
italy_serie-a_2016-2017,2017-02-26 - 22-45 Inter 1 - 3 AS Roma,1,2443,,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger.",[PLAYER] ([TEAM]) tries to send a pass but it's blocked. [TEAM] get a corner. They will have an opportunity to threaten the opposition's goal.
italy_serie-a_2016-2017,2017-02-26 - 22-45 Inter 1 - 3 AS Roma,1,2398,y-card,[PLAYER] ([TEAM]) is awarded a yellow card for his behaviour.,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.
italy_serie-a_2016-2017,2017-02-26 - 22-45 Inter 1 - 3 AS Roma,1,2273,,"[PLAYER] ([TEAM]) whips a promising cross into the box, but the opposition's defence intercepts the ball.",[REFEREE] blows his whistle and signals a foul after [PLAYER] ([TEAM]) brought his opponent down with a tackle. [TEAM] are awarded a free kick from a dangerous position.
italy_serie-a_2016-2017,2017-02-26 - 22-45 Inter 1 - 3 AS Roma,1,2183,corner,The corner from [PLAYER] ([TEAM]) is intercepted by the defence.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball to safety. The ball goes out of play and [TEAM] have been awarded a corner kick."
italy_serie-a_2016-2017,2017-02-26 - 22-45 Inter 1 - 3 AS Roma,1,2149,,"That didn't go as planned! [PLAYER] ([TEAM]) tried his luck from the edge of the box, but his effort towards the bottom right corner was too weak to get past [PLAYER], who easily kept it out. It will be a corner kick for [TEAM].",[PLAYER] ([TEAM]) takes the corner with a short pass to one of his teammates.
italy_serie-a_2016-2017,2017-02-26 - 22-45 Inter 1 - 3 AS Roma,1,2109,,"[REFEREE] blows the whistle, [PLAYER] ([TEAM]) is penalised for a foul.",The [TEAM] players are exchanging some short passes to try and open up the opposition's defence and hit them quickly on the break.
italy_serie-a_2016-2017,2017-02-26 - 22-45 Inter 1 - 3 AS Roma,1,1871,,"[PLAYER] ([TEAM]) has picked up a minor injury, but it looks like he will be able to continue.","[PLAYER] ([TEAM]) has picked up a minor injury, but it looks like he will be able to continue."
italy_serie-a_2016-2017,2017-02-26 - 22-45 Inter 1 - 3 AS Roma,1,1786,,"[PLAYER] ([TEAM]) tries to latch onto a through ball, but it's too long.",[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates. The ball is out of play and [TEAM] will have a chance to attack.
italy_serie-a_2016-2017,2017-02-26 - 22-45 Inter 1 - 3 AS Roma,1,1633,,"[PLAYER] ([TEAM]) has an effort from the edge of the area, but he skies the ball over the top.",The linesman raises his flag for offside before [PLAYER] ([TEAM]) heads the ball past the goalkeeper.
italy_serie-a_2016-2017,2017-02-26 - 22-45 Inter 1 - 3 AS Roma,1,1539,,"[PLAYER] ([TEAM]) shoots from outside the box, but his effort is blocked.",The linesman raises his flag as one of the players from [TEAM] is adjudged offside.
italy_serie-a_2016-2017,2017-02-26 - 22-45 Inter 1 - 3 AS Roma,1,1382,,A cross into the box from [PLAYER] ([TEAM]) is cleared.,"[PLAYER] ([TEAM]) slaloms his way past challenges, but an opposing player does well to get the ball away."
italy_serie-a_2016-2017,2017-02-26 - 22-45 Inter 1 - 3 AS Roma,1,1307,,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and blows his whistle.,"[PLAYER] ([TEAM]) gets on the ball and beats an opponent, but his run is stopped by the referee [REFEREE] who sees an offside situation."
italy_serie-a_2016-2017,2017-02-26 - 22-45 Inter 1 - 3 AS Roma,1,1252,,"[PLAYER] ([TEAM]) attempts to find one of his teammates inside the box with a chip pass, but one of the defending players reacts superbly and intercepts the ball.","[PLAYER] ([TEAM]) latches on to a pass on the edge of the box and unleashes a low drive towards the middle of the goal, but [PLAYER] is alert and makes a good save."
italy_serie-a_2016-2017,2017-02-26 - 22-45 Inter 1 - 3 AS Roma,1,1079,corner,The resulting corner from [PLAYER] ([TEAM]) comes to nothing.,The corner kick from [PLAYER] ([TEAM]) is headed out of the penalty area by one of the defenders.
italy_serie-a_2016-2017,2017-02-26 - 22-45 Inter 1 - 3 AS Roma,1,1043,,"The resulting set piece, sent into the penalty area by [PLAYER] ([TEAM]), was easily dealt with by one of the defenders. [TEAM] force their opponents to concede a corner.","[PLAYER] ([TEAM]) takes the set piece and sends the ball into the box, but it's cleared by the first man. The ball is off of the pitch and it's a goal kick for [TEAM]."
italy_serie-a_2016-2017,2017-02-26 - 22-45 Inter 1 - 3 AS Roma,1,1006,,Rough tackle by [PLAYER] ([TEAM]). The referee blows his whistle for a foul. [TEAM] have a free kick.,[PLAYER] ([TEAM]) sees a yellow card from [REFEREE] after going too hard on an opponent.
italy_serie-a_2016-2017,2017-02-26 - 22-45 Inter 1 - 3 AS Roma,1,937,,[PLAYER] ([TEAM]) plays a through ball but overhits it.,"[PLAYER] ([TEAM]) swings in the corner, but it's comfortably cleared away."
italy_serie-a_2016-2017,2017-02-26 - 22-45 Inter 1 - 3 AS Roma,1,861,,"[PLAYER] ([TEAM]) is picked out by one of his teammates with a brilliant long-range cross, but he doesn't control the ball well and the defence eliminates the danger without any problem.",[REFEREE] interrupts the game. [PLAYER] ([TEAM]) is guilty of a foul. [TEAM] win a free kick and a chance to fire in a dangerous ball into the box.
italy_serie-a_2016-2017,2017-02-26 - 22-45 Inter 1 - 3 AS Roma,1,777,corner,"[TEAM] take the corner, but their hopes of scoring a goal end with a nice clearance by the defence.","[PLAYER] ([TEAM]) tries to find [PLAYER], but puts too much weight on his pass. The ball goes out of play and [TEAM] will have a goal kick."
italy_serie-a_2016-2017,2017-02-26 - 22-45 Inter 1 - 3 AS Roma,1,751,,"[PLAYER] ([TEAM]) tested [PLAYER] with a strike from just outside the box, but the effort is saved. [TEAM] will take a corner kick.",The resulting corner from [PLAYER] ([TEAM]) is cleared by the opposition's defence.
italy_serie-a_2016-2017,2017-02-26 - 22-45 Inter 1 - 3 AS Roma,1,710,soccer-ball,[PLAYER] ([TEAM]) finds some space on the edge of the penalty box and smashes the ball into the top right corner! What a beauty!,"[PLAYER] ([TEAM]) has a great chance to score, but his shot from the edge of the penalty area goes just wide of the right post."
europe_uefa-champions-league_2016-2017,2016-11-23 - 22-45 Arsenal 2 - 2 Paris SG,1,775,,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence manages to clear the ball to safety."
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,2645,injury,"[PLAYER] ([TEAM]) requires medical treatment, so the referee stops play and signals for the physio to come onto the pitch.","The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,2573,,"[PLAYER] ([TEAM]) tries to find [PLAYER], but he puts too much power on the pass.",[PLAYER] ([TEAM]) collects a pass on the edge of the box and unleashes a low drive towards the middle of the target. [PLAYER] pulls off a comfortable save to stop the effort.
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,2501,corner,A dangerous looking corner kick from [PLAYER] ([TEAM]) is cleared to safety by the defence.,[PLAYER] ([TEAM]) goes into the referee's book after he was caught offside. [TEAM] get a corner!
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,2388,corner,[PLAYER] ([TEAM]) overhits the corner kick and none of his teammates can their head on it.,[PLAYER] ([TEAM]) takes a short corner-kick.
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,2373,,The ball is out of play. [TEAM] win a corner kick. [PLAYER] ([TEAM]) receives a precise pass and is given time inside the box to send a promising strike towards the middle of the goal. [PLAYER] guesses his intention and denies him with a fine save.,The resulting corner from [PLAYER] ([TEAM]) is cleared by the opposition's defence.
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,2318,corner,[PLAYER] ([TEAM]) takes the corner with a short pass.,The linesman raises his flag for offside before [PLAYER] ([TEAM]) heads on.
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,2257,,[TEAM] are bossing possession at the moment by exchanging some precise passes from player to player.,The [TEAM] players are exchanging some short passes to try and open up the opposition's defence and hit them swiftly on the break.
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,2134,substitution,[COACH] decides to make a substitution. [PLAYER] will be replaced by [PLAYER] ([TEAM]).,The [TEAM] players are exchanging some short passes to try and open up the opposition's defence and hit them swiftly on the break.
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,2032,substitution,Substitution. [PLAYER] makes his way off the pitch and [PLAYER] ([TEAM]) comes on as his replacement.,The linesman raises his flag for offside and [PLAYER] ([TEAM]) doesn't look like he's happy about it.
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,1677,,"[PLAYER] ([TEAM]) goes on a mazy run, skips past two defenders and pulls the trigger in front of the keeper. [PLAYER] makes a great save to stop the effort going low into the middle of the goal.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,1635,,[PLAYER] ([TEAM]) got on the ball on the edge of the box and blazed a first-time shot well over the bar.,"[PLAYER] ([TEAM]) sends a cross into the box, but it's too short and goes out of play. The linesman makes the right call and it's a corner to [TEAM]."
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,1481,,[PLAYER] ([TEAM]) fashions a shot from the edge of the box after receiving an accurate pass. [PLAYER] makes a stunning save to stop the effort from flying into the bottom right corner.,The resulting corner from [PLAYER] ([TEAM]) was cleared. [TEAM] have been awarded a corner kick.
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,1421,substitution,Here is a change. [PLAYER] is going off and [COACH] gives the last tactical orders to [PLAYER] ([TEAM]).,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,1153,substitution,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) replaces [PLAYER].,[PLAYER] ([TEAM]) is going to take the penalty!
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,1108,soccer-ball,Goal! [PLAYER] ([TEAM]) was in the right place at the right time to get to the rebound inside the box and gleefully rifles the ball low inside the right post. It's 4:1.,"[PLAYER] ([TEAM]) finds himself beyond the last defender, but the game is stopped by the referee after the linesman signals for offside."
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,1107,,"[PLAYER] ([TEAM]) receives a low pass just outside the box and unleashes a fine strike towards the bottom right corner. [PLAYER] pulls off a reflexive save to block his effort. Nice goalkeeping skill, indeed.","[PLAYER] ([TEAM]) finds himself beyond the last defender, but the game is stopped by the referee after the linesman signals for offside."
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,850,soccer-ball,[PLAYER] ([TEAM]) scores! He latches on to a pass and produces a perfect strike from the edge of the box that goes inside the left post and past the goalkeeper.,[PLAYER] ([TEAM]) is about to take a free kick after being awarded it for an offside infringement.
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,726,y-card,"[REFEREE] shows a yellow card to [PLAYER] ([TEAM]), who isn't surprised as the tackle was really hard and late.","[PLAYER] ([TEAM]) takes the direct free kick and goes for goal, but his effort from the edge of the box goes well wide of the right post."
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,682,corner,The ball goes out for a corner. [TEAM] can continue in their attacking effort.,[PLAYER] ([TEAM]) goes over to take the corner kick and it looks like he will send the ball into the penalty box.
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,673,soccer-ball,[PLAYER] ([TEAM]) meets a cross from a well-taken corner kick and fires home. His effort goes into the bottom left corner and hits the net.,"[PLAYER] ([TEAM]) takes the corner kick and sends a lovely ball into the penalty area, but the opposition's defence is ready and knocks the ball to safety."
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,672,,"[PLAYER] ([TEAM]) finds himself in a promising position after receiving a precise pass. He pulls the trigger but only hits one of the opposition, who gets in the way of his effort.","[PLAYER] ([TEAM]) takes the corner kick and sends a lovely ball into the penalty area, but the opposition's defence is ready and knocks the ball to safety."
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,642,,"[PLAYER] ([TEAM]) plays a dangerous chip pass into the box in an attempt to set up one of his teammates, but the effort is intercepted by one of the defenders.","[PLAYER] ([TEAM]) whips the ball into the penalty area, but it's too close to [PLAYER], who averts the danger."
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,606,corner,"[PLAYER] ([TEAM]) swings in the corner, but fails to find any of his teammates. One of the defenders reacts superbly to get it clear.",[REFEREE] blows his whistle after [PLAYER] ([TEAM]) kicks an opponent's legs instead of the ball.
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,576,,A pass into the penalty area from [PLAYER] ([TEAM]) is intercepted by the defence. [TEAM] force a corner. They send men into the box.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger. The ball goes out of play. [TEAM] are awarded a corner kick."
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,541,substitution,[COACH] prepares a substitution. [PLAYER] is replaced by [PLAYER] ([TEAM]).,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball goes out of play. [TEAM] are awarded a corner kick.
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,536,substitution,We are about to witness a substitution. [PLAYER] ([TEAM]) is replacing [PLAYER].,"[PLAYER] ([TEAM]) sends a pass into the box, but one of the defending players cuts it out. The ball is out of play and [TEAM] have been awarded a corner kick."
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,368,,"[PLAYER] ([TEAM]) collects a sweet pass on the edge of the box and in one movement smashes a shot in on goal, but it balloons high over the bar.",The linesman raises his flag as there was an offside situation before [PLAYER] ([TEAM]) tried his luck.
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,280,corner,[PLAYER] ([TEAM]) works the corner short.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence quickly intercepts the ball. The ball goes out for a corner. [TEAM] can continue in their attacking effort."
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,232,y-card,[PLAYER] ([TEAM]) has tested the patience of referee [REFEREE] and goes into the book for a previous late challenge.,[REFEREE] blows his whistle. [PLAYER] ([TEAM]) commits a foul after dangerous play.
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,197,,[PLAYER] ([TEAM]) receives a precise pass and threatens the keeper with a long-range shot. His attempt goes miles wide of the left post.,[REFEREE] shows a yellow card to [PLAYER] ([TEAM]) for a tough tackle. [TEAM] earn a free kick which could lead to a goal-scoring opportunity.
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,70,,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball.",[REFEREE] shows a yellow card to [PLAYER] ([TEAM]) for a tough tackle. [TEAM] earn a free kick which could lead to a goal-scoring opportunity.
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,1,whistle,The second half gets underway.,The players are back out on the pitch following the half-time break and the second half is about to start.
england_epl_2015-2016,2016-02-03 - 22-45 Watford 0 - 0 Chelsea,1,1675,,"[PLAYER] ([TEAM]) picks up a precise pass deep inside the box, but his strike is saved by the keeper.","[PLAYER] ([TEAM]) tries his luck from the edge of the box, but sends the ball well wide of the right post. The ball goes out of play and there will be a goal kick."
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,1,2539,y-card,[PLAYER] ([TEAM]) receives a yellow card for a nasty tackle.,[REFEREE] blows his whistle after [PLAYER] ([TEAM]) kicks an opponent's legs instead of the ball.
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,1,2408,corner,This corner kick is taken with a short pass by [PLAYER] ([TEAM]).,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to safety. The ball goes out of play and [TEAM] have been awarded a corner kick."
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,1,2108,soccer-ball,[PLAYER] ([TEAM]) receives a well-taken defence-splitting pass inside the box and scores! He buries the ball into the bottom left corner.,"[PLAYER] ([TEAM]) receives a precise pass inside the box, but his attempt is blocked by one of the defending players."
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,1,1949,,[PLAYER] ([TEAM]) receives a pass and decides to smash the ball from long range. His poor effort sails well wide of the right post.,"[PLAYER] ([TEAM]) takes the corner kick and sends the ball into the penalty area, but one of the defenders steps in and clears the ball to safety. The ball is out of play. [TEAM] win a corner kick."
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,1,1857,,"[PLAYER] ([TEAM]) connected with a pass around the edge of the box, aimed and shot. His attempt went low towards the middle of the target, but [PLAYER] was alert and the score remained the same.",The linesman raises his flag as [PLAYER] ([TEAM]) is adjudged offside.
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,1,1823,corner,"[PLAYER] ([TEAM]) lifts the ball into the box from the corner, but one of the defending players gets there first to head it clear.","[PLAYER] ([TEAM]) sends a lofted cross into the box, but it's cleared to perfection by an opposing player. The linesman points to the corner flag. [TEAM] have been awarded a corner kick."
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,1,1788,,"[PLAYER] ([TEAM]) wasted a huge opportunity! The fans already began to celebrate as he unleashed a powerful shot from the edge of the box after a brilliant solo effort. The ball went towards the bottom left corner, but [PLAYER] made a crucial save! Now [TEAM] have a corner.","[PLAYER] ([TEAM]) steps up to take the corner. He launches the ball into the penalty area, but it's intercepted by the opposition's defence."
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,1,1730,,[PLAYER] ([TEAM]) plays a through ball but overhits it.,[PLAYER] ([TEAM]) is adjudged to have been offside when making his run.
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,1,1544,,"What a great touch by [PLAYER] ([TEAM])! He picks up a precise pass on the edge of the box and immediately unleashes a shot on goal. His effort, however, only rattles the right post. What an unlucky moment for him.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to intercept the ball."
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,1,1387,,Some neat passing and movement from [TEAM] as they ping around some short passes in order to create a new attacking opportunity.,The substitution has been made. [PLAYER] ([TEAM]) has replaced [PLAYER].
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,1,1047,,"[PLAYER] ([TEAM]) and his stunning dribble! He zig-zags through the defence and gets in front of the keeper. He faints to shoot and then suddenly strikes goalwards, but his effort misses the target by a whisker. Very unlucky for [PLAYER] ([TEAM]). This could have been a legendary goal.",The linesman raises his flag for offside before [PLAYER] ([TEAM]) is about to open the score.
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,1,959,,"[PLAYER] ([TEAM]) attempts to send over a cross in order to find one of his teammates, but an opposition defender averts the danger by intercepting the effort.",[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,1,872,,"[PLAYER] ([TEAM]) received a clever through ball which could have put him in a promising position, but the defence was alert to the danger.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,1,615,corner,"[PLAYER] ([TEAM]) steps up to take the corner. He launches the ball into the penalty area, but it only finds the head of an opposing player who clears the danger.","[PLAYER] ([TEAM]) looks to break free, but an opposing player clears the ball away. The ball goes out of play and [TEAM] have been awarded a corner kick."
italy_serie-a_2016-2017,2016-11-20 - 17-00 Atalanta 2 - 1 AS Roma,1,2400,,[PLAYER] ([TEAM]) will take the responsibility and he is already preparing the ball.,[PLAYER] ([TEAM]) will take the responsibility and he is already preparing the ball.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,1189,,"[PLAYER] ([TEAM]) delivers a fine lofted cross into the penalty area, but it's cleared by an opposing player.","[PLAYER] ([TEAM]) attempts to find one of his teammates with a long pass, but the opposition's defence is alert and cuts it out."
spain_laliga_2014-2015,2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga,2,2810,soccer-ball,"It's in the back of the net! [PLAYER] sprays a pass out to [PLAYER] ([TEAM]), and he has an easy job to slot the ball into an empty net. The score is 3:1.",[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates. The ball goes out for a goal kick.
spain_laliga_2014-2015,2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga,2,2513,substitution,Substitution. [PLAYER] walks off the pitch and [PLAYER] ([TEAM]) comes on as a substitute.,"[COACH] has decided to introduce fresh legs, with [PLAYER] ([TEAM]) replacing [PLAYER]."
spain_laliga_2014-2015,2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga,2,2489,y-card,[REFEREE] shows the yellow card to [PLAYER] ([TEAM]) for a heavy challenge.,The referee stops play so that a substitution can be made and [PLAYER] leaves the pitch and [PLAYER] ([TEAM]) comes on.
spain_laliga_2014-2015,2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga,2,2440,,An attempted cross from  [PLAYER] ([TEAM]) is cleared.,The resulting corner from [PLAYER] ([TEAM]) is cleared by the defence.
spain_laliga_2014-2015,2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga,2,2240,corner,[PLAYER] ([TEAM]) takes the corner but only sends it into a huddle of the defenders and one of them makes a good clearance.,[PLAYER] ([TEAM]) decides to take a short corner instead of crossing into the box.
spain_laliga_2014-2015,2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga,2,2228,,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball goes out of play. [TEAM] are awarded a corner kick.,"[PLAYER] ([TEAM]) swings in a cross, but the ball is cleared to safety by one of the defending players. The ball goes behind for a corner kick. [TEAM] will have an opportunity to threaten the opposition's goal."
spain_laliga_2014-2015,2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga,2,2159,substitution,"[PLAYER] ([TEAM]) joins the action as a substitute, replacing [PLAYER].","[PLAYER] ([TEAM]) converts the penalty with ease. He sends the ball into the bottom left corner, leaving the goalkeeper with no chance."
spain_laliga_2014-2015,2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga,2,2138,y-card,[PLAYER] ([TEAM]) sees a yellow card from [REFEREE] after he sent one of the opposing players to the ground.,[PLAYER] ([TEAM]) has tested the patience of referee [REFEREE] and goes into the book for dissent.
spain_laliga_2014-2015,2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga,2,2120,corner,[PLAYER] ([TEAM]) decides to take a short corner instead of crossing into the box.,"[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] has made the right call."
spain_laliga_2014-2015,2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga,2,2078,,"[PLAYER] ([TEAM]) produces a dangerous low pass into the penalty area, but the defence manage to cut it out. [TEAM] will have a chance to score from a corner kick.",[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates. The ball is easily cleared out of danger.
spain_laliga_2014-2015,2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga,2,1948,,The linesman raises his flag. [PLAYER] ([TEAM]) is adjudged offside.,The foul by [PLAYER] ([TEAM]) is spotted by the referee and he blows his whistle.
spain_laliga_2014-2015,2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga,2,1882,y-card,[REFEREE] has issued a yellow card to [PLAYER] ([TEAM]).,[PLAYER] ([TEAM]) is booked after bringing down an opponent. [REFEREE] had an easy-decision to make.
spain_laliga_2014-2015,2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga,2,1801,substitution,[COACH] has decided to make a change. [PLAYER] ([TEAM]) replaces [PLAYER].,[REFEREE] blows his whistle after [PLAYER] ([TEAM]) kicks an opponent's legs instead of the ball.
spain_laliga_2014-2015,2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga,2,1788,substitution,Substitution. [PLAYER] ([TEAM]) on for [PLAYER].,"[PLAYER] ([TEAM]) tries his luck from the edge of the box, but sends his effort well wide of the left post."
spain_laliga_2014-2015,2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga,2,1611,funfact,12:11 – the total goal attempt statistics.,[PLAYER] ([TEAM]) decides to take a short corner instead of crossing into the box.
spain_laliga_2014-2015,2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga,2,1515,soccer-ball,"[PLAYER] ([TEAM]) scores a goal! A perfectly produced cross puts him one-on-one with the goalkeeper and he plants a brilliant header down in the middle of the net, leaving the goalkeeper beaten!","Goal! [PLAYER] ([TEAM]) finds himself some space inside the box to get on the end of a pass from [PLAYER], then sends the ball low into the middle of the net. He makes it 0:2."
spain_laliga_2014-2015,2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga,2,1510,attendance,The attendance for today's match is 78354.,Goal! [PLAYER] ([TEAM]) collects a pass from [PLAYER] and fires a close-range shot into the left side of the goal. He makes it 0:1.
spain_laliga_2014-2015,2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga,2,1425,soccer-ball,Goal! [PLAYER] slips it to [PLAYER] ([TEAM]) on the edge of the box and he finds the top right corner with a great effort. The score is 2:0.,[PLAYER] ([TEAM]) will take the responsibility and he is already preparing the ball.
