game,timestamp,type,anonymized,predicted_res_0
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,2749,y-card,[PLAYER] ([TEAM]) gets a yellow card. The referee [REFEREE] made the right call.,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
italy_serie-a_2016-2017,2016-11-20 - 17-00 Atalanta 2 - 1 AS Roma,1,1075,,"[PLAYER] ([TEAM]) finds his teammate, who is lurking close to the offside line, with a nice through pass. The opponent's defence is having a really hard time dealing with these kind of situations.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] have been awarded a corner kick."
italy_serie-a_2016-2017,2016-11-20 - 17-00 Atalanta 2 - 1 AS Roma,1,816,,[PLAYER] ([TEAM]) makes a strong challenge and [REFEREE] blows for a foul.,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
italy_serie-a_2016-2017,2016-11-20 - 17-00 Atalanta 2 - 1 AS Roma,1,630,corner,[PLAYER] leaps to collect the ball from the corner which was sent over by [PLAYER] ([TEAM]).,"[PLAYER] ([TEAM]) swings in a dangerous cross from the resulting corner kick, but none of his teammates manage to outjump the defence."
italy_serie-a_2016-2017,2016-11-20 - 17-00 Atalanta 2 - 1 AS Roma,1,602,corner,"The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear. The referee points to the corner flag and [TEAM] will take a corner.",[PLAYER] ([TEAM]) fails to find any of his teammates inside the box as his pass is blocked. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag.
italy_serie-a_2016-2017,2016-11-20 - 17-00 Atalanta 2 - 1 AS Roma,1,564,,"A cross by [PLAYER] ([TEAM]) from the side of the pitch flies into the box, but fails to find its intended target as the aim was poor. The ball is out of play. [TEAM] win a corner kick.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,2950,whistle,The referee blows for the end of today's match.,The referee stops play so that a substitution can be made and [PLAYER] departs the field of play to be replaced by [PLAYER] ([TEAM]).
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,2908,y-card,[REFEREE] shows a yellow card to [PLAYER] ([TEAM]) for his blatant foul.,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,2812,substitution,Here is a change. [PLAYER] is going off and [COACH] gives the last tactical orders to [PLAYER] ([TEAM]).,"[PLAYER] ([TEAM]) takes the corner kick and sends the ball among a huddle of players inside the penalty area, but one of the defenders clears it to safety. The referee and his assistant both point at the corner flag and [TEAM] will have an opportunity to threaten the opposition's goal."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,2750,corner,"[PLAYER] ([TEAM]) takes the corner, but the opposition's defence is ready and clears the ball to safety.","[PLAYER] ([TEAM]) steps up to take the corner. He launches the ball into the penalty area, but it only finds the head of an opposing player who clears the danger."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,2507,,The linesman raises his flag for offside before [PLAYER] ([TEAM]) heads on.,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,2341,substitution,"That's the end of the game for [PLAYER], who is replaced by [PLAYER] ([TEAM]).",The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,2280,y-card,[PLAYER] ([TEAM]) is awarded a yellow card for his behaviour.,The players are back out on the pitch following the half-time break and the second half is about to start.
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,2078,substitution,[COACH] has decided to make a change. [PLAYER] ([TEAM]) replaces [PLAYER].,"[COACH] is forced to make a change. [PLAYER] is unable to continue due to injury, [PLAYER] ([TEAM]) comes on."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,2057,substitution,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) replaces [PLAYER].,The referee stops play so that a substitution can be made and [PLAYER] departs the field of play to be replaced by [PLAYER] ([TEAM]).
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,2017,y-card,[PLAYER] ([TEAM]) has tested the patience of referee [REFEREE] and goes into the book for a previous late challenge.,"[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,1867,soccer-ball,[PLAYER] ([TEAM]) collected a pass and decided to shoot from about 27 metres out. He hit it perfectly! The ball zoomed around the goalkeeper and ended up in the bottom right corner.,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and blows his whistle.
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,1773,,[PLAYER] ([TEAM]) receives a precise pass on the edge of the box and shoots. His poorly placed shot flies well wide of the right post.,"[PLAYER] ([TEAM]) swings in the corner, but one of the defending players reacts quickly and rises highest to head the ball away."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,1627,,[PLAYER] ([TEAM]) blows a clear opportunity! He sends a rebound from close range narrowly wide of the left post.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball is out of play. [TEAM] will have a chance to score from a corner."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,1466,y-card,The referee had an easy-decision to make. A yellow card is given to [PLAYER] ([TEAM]) for a foul that he committed a little earlier.,"[REFEREE] shows a yellow card to [PLAYER] ([TEAM]), who isn't surprised as the tackle was really hard and late."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,1277,y-card,A yellow card is awarded to [PLAYER] ([TEAM]).,[PLAYER] ([TEAM]) can't expect anything else than a yellow card for his hard tackle. And a yellow it is. [REFEREE] didn't think twice about pulling it out of his pocket.
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,1248,r-card,[PLAYER] ([TEAM]) is given a red card for some unsportsmanlike conduct off the pitch.,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,1111,soccer-ball,"Goal! It's a catastrophic error from the opponent which has gifted a chance to [PLAYER] ([TEAM]), who rolls the ball into the back of the net from close range. 0:1.","[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,1081,corner,[PLAYER] ([TEAM]) takes the corner kick but the ball only finds the head of an opponent.,"[PLAYER] ([TEAM]) takes the corner kick and sends the ball among a huddle of players inside the penalty area, but one of the defenders clears it to safety."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,1041,,"[PLAYER] ([TEAM]) misses a good chance to score. An inch-perfect cross into the box finds [PLAYER] ([TEAM]) who rises for a header, but sends the ball well over the bar. Now [TEAM] have a corner.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] will have a goal kick."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,955,corner,The resulting corner from [PLAYER] ([TEAM]) comes to nothing.,"[PLAYER] ([TEAM]) steps up to take the corner. He launches the ball into the penalty area, but it only finds the head of an opposing player who clears the danger."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,921,,"> peeled away from his marker and got on the end of a cross inside the box. He attempted to head the ball towards the middle of the goal, but the keeper made a block. It will be a corner kick for [TEAM].","[PLAYER] ([TEAM]) sends a pass into the box, but his attempt is thwarted and cleared. The ball goes out of play and [TEAM] have been awarded a corner kick."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,774,,[PLAYER] was forced into action to thwart [PLAYER] ([TEAM]). He found himself some space after latching on to a pass and unleashed a shot to the bottom left corner but couldn't beat the keeper.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,632,,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player.,The linesman raises his flag. [PLAYER] ([TEAM]) is adjudged offside.
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,526,,"[PLAYER] ([TEAM]) gets to the rebound outside the box and doesn't hesitate to shoot on goal. It was a promising attempt, but one of the defending players got in the way and blocked it.","[PLAYER] ([TEAM]) whips in the corner, but one of the defending players gets a head on it and intercepts. The ball goes out for a corner. [TEAM] will have an opportunity to threaten the opposition's goal."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,522,corner,The resulting corner from [PLAYER] ([TEAM]) is cleared by the defence.,[PLAYER] ([TEAM]) steps up and sends the ball into the penalty area from the free kick.
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,490,,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal.","The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,440,,"That was a brilliant piece of goalkeeping! [PLAYER] dived superbly to block a header by [PLAYER] ([TEAM]) from around the penalty spot. His effort was directed straight towards the left post, but [PLAYER] pulled off a remarkable save!","[PLAYER] ([TEAM]) takes the free kick from the edge of the box, but his effort is blocked by the defensive wall. The referee points to the corner flag and [TEAM] will take a corner."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,325,y-card,[PLAYER] ([TEAM]) goes into the book for a horrible tackle. A yellow card is necessary in this case.,"[REFEREE] shows a yellow card to [PLAYER] ([TEAM]), who isn't surprised as the tackle was really hard and late."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,230,,"[PLAYER] ([TEAM]) connected with a pass around the edge of the box, aimed and shot. His attempt went low towards the middle of the target, but [PLAYER] was alert and the score remained the same.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,210,,[PLAYER] ([TEAM]) produces a dangerous lofted cross into the box which is intercepted.,"[PLAYER] ([TEAM]) takes the corner kick and sends the ball among a huddle of players inside the penalty area, but one of the defenders clears it to safety."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,1,whistle,The game restarts for the second half.,"[PLAYER] ([TEAM]) swings in the corner, but one of the defending players reacts quickly and rises highest to head the ball away."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,1,2661,,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him.","[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,1,2450,,[PLAYER] ([TEAM]) skips past his man but can't keep the ball in play.,"The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,1,2280,,[PLAYER] ([TEAM]) hasn't suffered any serious injury which would see him leave the pitch. He's back in the game now.,"[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,1,2154,injury,"[PLAYER] ([TEAM]) requires medical treatment, so the referee stops play and signals for the physio to come onto the pitch.",[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,1,2051,corner,"A horde of players are waiting inside the penalty area for a cross from the corner, but [PLAYER] ([TEAM]) takes it short.",[PLAYER] ([TEAM]) works the corner short instead of sending the ball into the penalty area.
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,1,2035,,[PLAYER] ([TEAM]) races towards goal but the defender gets back well to make a challenge. The referee signals a corner kick to [TEAM].,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,1,1790,,"A free kick into the box, taken by [PLAYER] ([TEAM]), is comfortably cleared by the opposition's defence.","[PLAYER] ([TEAM]) takes the corner kick and sends the ball among a huddle of players inside the penalty area, but one of the defenders clears it to safety."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,1,1671,y-card,[PLAYER] ([TEAM]) is booked after bringing down an opponent. [REFEREE] had an easy-decision to make.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball is out of play and the linesman points at the corner flag. [TEAM] will have an opportunity to threaten the opposition's goal."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,1,1636,,"[PLAYER] ([TEAM]) gets his head on the corner, but he sees his header blocked.",[PLAYER] ([TEAM]) goes over to take the corner kick and it looks like he will swing the ball into the penalty box.
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,1,1633,corner,[PLAYER] ([TEAM]) goes over to take the corner kick and it looks like he will send the ball into the penalty box.,"The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,1,1611,,"[PLAYER] ([TEAM]) looks to break free, but an opposing player clears the ball away. [TEAM] force their opponents to concede a corner.","The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,1,1423,,[PLAYER] ([TEAM]) clearly holds his opponent to prevent him from getting the ball and the referee immediately stops play.,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,1,1275,,[PLAYER] ([TEAM]) commits a foul and [REFEREE] immediately signals a free kick.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] will have a goal kick."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,1,1167,,Close! [PLAYER] ([TEAM]) picks up the ball in space and from inside the penalty area sends a shot inches wide of the right post.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The linesman points to the corner flag, [TEAM] are going to take it."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,1,1104,,"[PLAYER] ([TEAM]) serves up a nice cross, but the defence clears the danger.","The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,1,1100,,It seems like [PLAYER] ([TEAM]) is about to take a free kick. The goalkeeper has to be alert and careful how to position the defensive wall. This is the perfect distance for a direct shot.,"[PLAYER] ([TEAM]) takes the corner, but one of the defenders reacts well and rises highest to head the ball away."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,1,1045,,The referee blows his whistle as [PLAYER] ([TEAM]) was too aggressive in his challenge. [TEAM] have a free kick from a promising distance.,[PLAYER] ([TEAM]) is booked after bringing down an opponent. [REFEREE] had an easy-decision to make.
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,1,1026,,"[PLAYER] ([TEAM]) slaloms his way past challenges, but an opposing player does well to get the ball away.",The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball is out of play and the linesman points at the corner flag. Corner to [TEAM].
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,1,943,,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him.",The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The linesman makes the right call and it's a corner to [TEAM].
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,1,796,,"[PLAYER] ([TEAM]) looks to break free, but his touch lets him down and he loses the ball. The ball goes out of play and [TEAM] will have a goal kick.","[PLAYER] ([TEAM]) swings in the corner, but one of the defending players gets a head on it and intercepts the ball."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,1,778,,"[PLAYER] ([TEAM]) whips the ball into the penalty area, but one of the defenders is alert and spanks it away.","[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,1,727,,[PLAYER] ([TEAM]) receives a well-played pass inside the penalty area and shoots. He sends the ball into orbit. The ball is off of the pitch and it's a goal kick for [TEAM].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,1,606,,"[PLAYER] ([TEAM]) crosses the ball into the box, but one of the defending players averts the threat.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] will have a goal kick."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,2783,,[PLAYER] ([TEAM]) steps up and sends the free kick straight into the defensive wall.,"[PLAYER] ([TEAM]) takes the corner, but the opposition's defence is ready and clears the ball to safety."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,2725,y-card,[PLAYER] ([TEAM]) protests to the referee and receives a yellow card.,The referee stops play so that a substitution can be made and [PLAYER] departs the field of play to be replaced by [PLAYER] ([TEAM]).
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,2652,,[PLAYER] ([TEAM]) came close to scoring but should have done much better. His poor attempt from close range ended up in the gloves of [PLAYER].,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. The ball goes out of play. [TEAM] are awarded a corner kick."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,2488,substitution,The substitution has been made. [PLAYER] ([TEAM]) has replaced [PLAYER].,The referee stops play so that a substitution can be made and [PLAYER] departs the field of play to be replaced by [PLAYER] ([TEAM]).
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,2460,,The linesman raises his flag for offside before [PLAYER] ([TEAM]) heads on.,"The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,2457,,[PLAYER] ([TEAM]) delivers a poor cross from a free kick as one of the defenders comfortably clears it away.,"[PLAYER] ([TEAM]) swings in the corner kick, but one of the defenders leaps highest to head the ball away."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,2392,,[PLAYER] ([TEAM]) came close to scoring but should have done much better. His poor attempt from close range ended up in the gloves of [PLAYER].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] have been awarded a corner kick."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,2346,,"Gooal! No wait, it's been ruled out for offside. [PLAYER] ([TEAM]) disagrees, but the linesman is sure about his call.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] have been awarded a corner kick."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,2296,substitution,It is time for a substitution. [PLAYER] ([TEAM]) is on for [PLAYER].,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,2182,,"[PLAYER] ([TEAM]) receives a lofted pass and is given time inside the box to unleash a low shot goalwards. The ball is directed towards the middle of the goal, but it lacks power and [PLAYER] pulls off a comfortable save to thwart the effort.",[PLAYER] ([TEAM]) fails to find any of his teammates inside the box as his pass is blocked. The ball goes out of play. [TEAM] are awarded a corner kick.
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,2101,corner,[PLAYER] ([TEAM]) takes the corner kick but the ball only finds the head of an opponent.,"The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,2063,,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball goes out of play and [TEAM] have been awarded a corner kick.,"[PLAYER] ([TEAM]) swings in a dangerous cross from the corner, but one of the defenders steps in and averts the threat. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,1953,corner,"[PLAYER] ([TEAM]) attempts to find a teammate with the corner, but the effort is snuffed out by the goalkeeper.","The resulting corner, taken by [PLAYER] ([TEAM]), comes to nothing."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,1920,substitution,"[COACH] has decided to introduce fresh legs, with [PLAYER] ([TEAM]) replacing [PLAYER].",The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,1904,substitution,It's time for a substitution. [PLAYER] ([TEAM]) comes on in place of [PLAYER].,Substitution. [PLAYER] ([TEAM]) receives a signal from the referee and is now allowed to enter the pitch as [PLAYER] walks off.
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,1890,,"[PLAYER] ([TEAM]) serves up a nice cross, but the defence clears the danger. [TEAM] force a corner. They send men into the box.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,1660,soccer-ball,"[PLAYER] ([TEAM]) scores a goal from the resulting free kick, sending it into the top right corner. What a strike that is, absolutely fantastic!",[PLAYER] ([TEAM]) is going to take the penalty.
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,1608,y-card,A yellow card for a tackle by [PLAYER] ([TEAM]). [REFEREE] doesn't hesitate at all to make this decision.,[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates. The ball is out of play and [TEAM] will have a chance to create something from the resulting throw.
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,1596,corner,Nothing comes of the resulting corner from [PLAYER] ([TEAM]). The defence is alert and manages to cut it out.,"The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,1503,soccer-ball,Goal! [PLAYER] ([TEAM]) pounced on a loose ball inside the box and beats the goalkeeper with a shot into the bottom left corner. He makes it 2:2.,Goal! [PLAYER] ([TEAM]) was in the right place at the right time to get to the rebound inside the box and send the ball into the back of the net. It's 1:0.
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,1418,substitution,Here comes a substitution. [PLAYER] ([TEAM]) is brought on as a substitute for [PLAYER].,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,1226,soccer-ball,"[PLAYER] ([TEAM]) latches on to a precise pass deep inside the box from [PLAYER], and he beats the goalkeeper with a low accurate shot into the bottom left corner. He makes it 1:2.",Goal! [PLAYER] ([TEAM]) was in the right place at the right time to get to the rebound inside the box and slot the ball into the back of the net. The score is 1:0.
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,1174,corner,[PLAYER] comes off his line to intercept the corner from [PLAYER] ([TEAM]).,"[PLAYER] ([TEAM]) swings in the corner kick, but one of the defenders leaps highest to head the ball away."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,1045,,[PLAYER] makes a brilliant save! [PLAYER] ([TEAM]) met a rebound outside the box and attempted to beat the keeper low into the middle of the goal.,"[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately for him, the opponent's defence deals with his cross comfortably and intercepts it. [TEAM] have been awarded a corner kick."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,978,substitution,[COACH] prepares a substitution. [PLAYER] is replaced by [PLAYER] ([TEAM]).,[COACH] has decided to substitute [PLAYER] and he is replaced by [PLAYER] ([TEAM]).
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,818,,[REFEREE] has a clear sight and sees a foul from [PLAYER] ([TEAM]).,Goal! [PLAYER] ([TEAM]) was in the right place at the right time to put the rebound into the back of the net. 0:2.
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,783,corner,"[PLAYER] ([TEAM]) swings in the corner, but fails to find any of his teammates. One of the defenders reacts superbly to get it clear.","[PLAYER] ([TEAM]) swings in the corner, but fails to find any of his teammates. One of the defenders reacts superbly to get it clear."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,710,,Neat passing move from [TEAM] in order to create new attacking opportunities.,The [TEAM] players are exchanging some short passes to try and open up the opposition’s defence and hit them swiftly on the break.
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,398,,"[PLAYER] ([TEAM]) misses a great chance! He latches on to a fine cross into the box, but his effort misses the right post by a whisker.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
